Wochentag,Max Kap,davon freie Kap,Auslastung %,Gesamt,MGL Gesa.,Gäste,Jugend,MGL 18-40,MGL 40-50,MGL 50-65,MGL 65+,Sperrung.,Internet,time,Auslastung Gesamt,Auslastung Gäste,Auslastung MGL Gesa.,Auslastung MGL Jugend,Auslastung MGL 18-40,Auslastung MGL 40-50,Auslastung MGL 50-65,Auslastung MGL 65+,Jahr,Monat,Tag,Weekend,Stunde,Minute,Saison,monat_text
Mo,4,3,0.25,1,0,1,0,0,0,0,0,0,0,14:30,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,4,False,14,30,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,17:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,4,False,17,0,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,1,0,0,1,17:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,4,False,17,30,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,0,17:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,4,False,17,50,Juni - Juli,Jul
Mo,4,3,0.25,1,0,1,0,0,0,0,0,0,0,18:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,4,False,18,0,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,12:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,5,False,12,10,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,1,0,0,0,1,12:20,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,5,False,12,20,Juni - Juli,Jul
Di,4,3,0.25,1,0,1,0,0,0,0,0,0,0,12:30,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,5,False,12,30,Juni - Juli,Jul
Di,4,3,0.25,1,0,1,0,0,0,0,0,0,1,14:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,5,False,14,0,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,15:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,5,False,15,20,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,18:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,5,False,18,0,Juni - Juli,Jul
Mi,4,3,0.25,1,0,1,0,0,0,0,0,0,1,10:10,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,6,False,10,10,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,10:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,6,False,10,40,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,11:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,6,False,11,20,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,1,0,0,0,1,11:50,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,6,False,11,50,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,0,1,0,1,13:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,7,False,13,30,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,0,1,0,1,14:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,7,False,14,50,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,0,1,0,0,18:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,7,False,18,40,Juni - Juli,Jul
Fr,4,3,0.25,1,0,1,0,0,0,0,0,0,0,09:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,8,False,9,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,09:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,8,False,9,50,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,12:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,8,False,12,30,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,1,13:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,8,False,13,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,13:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,8,False,13,20,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,0,16:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,8,False,16,30,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,1,0,0,1,11:50,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,9,True,11,50,Juni - Juli,Jul
Sa,4,3,0.25,1,0,1,0,0,0,0,0,0,0,16:30,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,9,True,16,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,16:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,10,True,16,50,Juni - Juli,Jul
Mo,4,3,0.25,1,0,1,0,0,0,0,0,0,1,12:50,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,11,False,12,50,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,14:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,11,False,14,0,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,14:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,11,False,14,10,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,1,0,0,1,15:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,11,False,15,30,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,1,0,0,2,17:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,11,False,17,30,Juni - Juli,Jul
Di,4,3,0.25,1,0,1,0,0,0,0,0,0,1,10:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,12,False,10,0,Juni - Juli,Jul
Di,4,3,0.25,1,0,1,0,0,0,0,0,0,0,15:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,12,False,15,0,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,1,0,0,0,1,06:00,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,13,False,6,0,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,07:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,13,False,7,50,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,08:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,13,False,8,10,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,08:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,13,False,8,20,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,0,09:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,13,False,9,50,Juni - Juli,Jul
Mi,4,3,0.25,1,0,1,0,0,0,0,0,0,0,10:10,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,13,False,10,10,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,1,0,0,0,11:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,13,False,11,0,Juni - Juli,Jul
Mi,4,3,0.25,1,0,1,0,0,0,0,0,0,0,15:10,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,13,False,15,10,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,1,0,0,1,06:20,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,14,False,6,20,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,1,0,0,1,14:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,14,False,14,0,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,1,0,0,0,1,16:20,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,14,False,16,20,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,0,1,0,0,17:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,14,False,17,10,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,0,1,0,1,17:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,14,False,17,50,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,1,0,0,0,19:40,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,14,False,19,40,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,1,08:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,15,False,8,10,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,1,08:40,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,15,False,8,40,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,1,0,0,0,1,09:00,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,15,False,9,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,12:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,15,False,12,30,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,1,0,0,0,1,12:50,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,15,False,12,50,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,0,14:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,15,False,14,10,Juni - Juli,Jul
Fr,4,3,0.25,1,0,1,0,0,0,0,0,0,0,14:40,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,15,False,14,40,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,16:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,15,False,16,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,16:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,15,False,16,10,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,0,1,0,1,08:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,16,True,8,10,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,0,1,0,0,11:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,16,True,11,20,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,0,1,0,0,16:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,16,True,16,40,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,11:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,17,True,11,10,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,12:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,17,True,12,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,1,15:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,17,True,15,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,17:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,17,True,17,50,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,0,19:20,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,17,True,19,20,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,15:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,18,False,15,0,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,16:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,18,False,16,20,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,16:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,18,False,16,40,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,1,0,0,0,0,0,1,17:50,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2022,7,18,False,17,50,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,1,0,0,0,0,2,12:20,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,2022,7,19,False,12,20,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,1,14:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,19,False,14,0,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,0,16:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,19,False,16,0,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,0,16:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,19,False,16,10,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,1,0,0,0,1,18:30,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,19,False,18,30,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,0,19:50,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,19,False,19,50,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,1,0,0,0,1,06:20,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,20,False,6,20,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,1,0,0,1,08:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,20,False,8,10,Juni - Juli,Jul
Mi,4,3,0.25,1,0,1,0,0,0,0,0,0,0,08:50,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,20,False,8,50,Juni - Juli,Jul
Mi,4,3,0.25,1,0,1,0,0,0,0,0,0,0,17:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,20,False,17,0,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,1,0,0,0,1,07:30,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,21,False,7,30,Juni - Juli,Jul
Do,4,3,0.25,1,0,1,0,0,0,0,0,0,0,08:30,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,21,False,8,30,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,1,0,0,0,1,10:30,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,21,False,10,30,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,0,1,0,1,19:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,21,False,19,10,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,1,06:20,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,22,False,6,20,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,0,14:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,22,False,14,40,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,1,15:20,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,22,False,15,20,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,1,16:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,22,False,16,10,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,0,1,0,0,07:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,23,True,7,40,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,1,0,0,1,08:40,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,23,True,8,40,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,1,0,0,0,1,09:40,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,23,True,9,40,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,1,0,0,0,0,12:00,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,23,True,12,0,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,1,0,0,0,0,1,14:00,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,2022,7,23,True,14,0,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,1,0,0,1,14:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,23,True,14,30,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,1,0,0,0,0,0,1,14:40,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2022,7,23,True,14,40,Juni - Juli,Jul
So,4,3,0.25,1,0,1,0,0,0,0,0,0,0,00:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,24,True,0,0,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,07:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,24,True,7,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,1,0,0,0,0,08:40,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,24,True,8,40,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,1,0,0,0,0,1,17:40,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,2022,7,24,True,17,40,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,0,18:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,24,True,18,20,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,1,18:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,24,True,18,30,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,13:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,25,False,13,0,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,13:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,25,False,13,10,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,0,1,0,1,13:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,25,False,13,40,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,0,00:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,26,False,0,0,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,1,06:20,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,26,False,6,20,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,12:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,26,False,12,10,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,14:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,26,False,14,40,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,15:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,26,False,15,30,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,0,17:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,26,False,17,10,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,1,17:20,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,26,False,17,20,Juni - Juli,Jul
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,1,18:40,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,26,False,18,40,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,07:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,27,False,7,40,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,0,11:00,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,27,False,11,0,Juni - Juli,Jul
Mi,4,3,0.25,1,0,1,0,0,0,0,0,0,1,12:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,27,False,12,0,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,0,1,0,1,12:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,27,False,12,10,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,1,0,0,0,18:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,27,False,18,10,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,1,0,0,0,0,0,18:40,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,2022,7,27,False,18,40,Juni - Juli,Jul
Mi,4,3,0.25,1,1,0,0,0,0,1,0,0,1,20:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,27,False,20,0,Juni - Juli,Jul
Do,4,3,0.25,1,0,1,0,0,0,0,0,0,1,14:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,28,False,14,0,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,1,0,0,0,0,0,1,15:20,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2022,7,28,False,15,20,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,1,0,0,0,15:50,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,28,False,15,50,Juni - Juli,Jul
Do,4,3,0.25,1,0,1,0,0,0,0,0,0,0,16:40,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,28,False,16,40,Juni - Juli,Jul
Do,4,3,0.25,1,1,0,0,0,0,1,0,0,1,17:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,28,False,17,10,Juni - Juli,Jul
Do,4,3,0.25,1,0,1,0,0,0,0,0,0,0,17:50,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,28,False,17,50,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,1,0,0,0,0,07:00,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,29,False,7,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,10:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,29,False,10,20,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,0,10:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,29,False,10,50,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,0,12:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,29,False,12,30,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,0,12:50,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,29,False,12,50,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,1,0,0,0,0,13:00,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,2022,7,29,False,13,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,1,0,0,0,14:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,29,False,14,0,Juni - Juli,Jul
Fr,4,3,0.25,1,0,1,0,0,0,0,0,0,1,15:00,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,29,False,15,0,Juni - Juli,Jul
Fr,4,3,0.25,1,1,0,0,0,0,0,1,0,1,15:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,29,False,15,30,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,0,1,0,1,06:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,30,True,6,10,Juni - Juli,Jul
Sa,4,3,0.25,1,0,1,0,0,0,0,0,0,0,13:40,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2022,7,30,True,13,40,Juni - Juli,Jul
Sa,4,3,0.25,1,1,0,0,0,0,0,1,0,0,16:10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,30,True,16,10,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,07:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,31,True,7,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,2,09:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,31,True,9,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,1,10:40,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,31,True,10,40,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,0,11:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,31,True,11,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,0,12:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,31,True,12,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,1,13:40,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,31,True,13,40,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,0,1,0,0,16:30,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,7,31,True,16,30,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,0,16:50,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,31,True,16,50,Juni - Juli,Jul
So,4,3,0.25,1,1,0,0,0,0,1,0,0,1,17:00,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,7,31,True,17,0,Juni - Juli,Jul
Mo,4,3,0.25,1,1,0,0,0,0,1,0,0,0,18:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,8,1,False,18,10,August - September,Aug
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,1,06:10,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,8,2,False,6,10,August - September,Aug
Di,4,3,0.25,1,1,0,0,0,0,0,1,0,1,06:20,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2022,8,2,False,6,20,August - September,Aug
Di,4,3,0.25,1,1,0,0,0,0,1,0,0,0,11:30,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2022,8,2,False,11,30,August - September,Aug
